"gear_links_name","gear_links_url","gear_links_card_name","gear_links_card_text","gear_links_keywords","gear_links_crafting_reqs_name","gear_links_crafting_reqs_url","gear_links_categories_name","gear_links_categories_url","gear_links_special_rules","gear_links_speed","gear_links_accuracy","gear_links_strength"
"Lantern Gauntlets","https://kingdomdeath.fandom.com/wiki/Lantern_Gauntlets","Lantern Gauntlets","Affinity Bonus: +2 accuracy with club weapons.","armor, set, metal, heavy","Leather","https://kingdomdeath.fandom.com/wiki/Leather","","","Affinity Bonus","","",""
"","","","","","","","Arm Armor","https://kingdomdeath.fandom.com/wiki/Category:Arm_Armor","","","",""
"","","","","","","","Metal Gear","https://kingdomdeath.fandom.com/wiki/Category:Metal_Gear","","","",""
"","","","","","","","Heavy Gear","https://kingdomdeath.fandom.com/wiki/Category:Heavy_Gear","","","",""
"","","","","","","","Gear with Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Green_Affinities","","","",""
"","","","","","","","Gear with Left Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Green_Affinities","","","",""
"","","","","","","","Uses for Iron","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Iron","","","",""
"","","","","","","","Uses for Leather","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Leather","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Armor","https://kingdomdeath.fandom.com/wiki/Category:Armor","","","",""
"","","","","","","","Blacksmith Gear","https://kingdomdeath.fandom.com/wiki/Category:Blacksmith_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Lantern Glaive","https://kingdomdeath.fandom.com/wiki/Lantern_Glaive","Lantern Glaive","Reach 2
Sharp: Add 1d10 Strength to each wound attempt.
Early Iron: When an attack roll result is 1, cancel any hits and end the attack.","weapon, melee, spear, axe, two-handed, finesse, metal","Iron","https://kingdomdeath.fandom.com/wiki/Iron","","","Sharp, Early Iron, Reach 2","2","6+","4"
"Lantern Glaive","https://kingdomdeath.fandom.com/wiki/Lantern_Glaive","Lantern Glaive","Reach 2
Sharp: Add 1d10 Strength to each wound attempt.
Early Iron: When an attack roll result is 1, cancel any hits and end the attack.","weapon, melee, spear, axe, two-handed, finesse, metal","Leather","https://kingdomdeath.fandom.com/wiki/Leather","","","Sharp, Early Iron, Reach 2","2","6+","4"
"Lantern Glaive","https://kingdomdeath.fandom.com/wiki/Lantern_Glaive","Lantern Glaive","Reach 2
Sharp: Add 1d10 Strength to each wound attempt.
Early Iron: When an attack roll result is 1, cancel any hits and end the attack.","weapon, melee, spear, axe, two-handed, finesse, metal","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","Sharp, Early Iron, Reach 2","2","6+","4"
"","","","","","","","Axes","https://kingdomdeath.fandom.com/wiki/Category:Axes","","","",""
"","","","","","","","Spears","https://kingdomdeath.fandom.com/wiki/Category:Spears","","","",""
"","","","","","","","Melee Weapons","https://kingdomdeath.fandom.com/wiki/Category:Melee_Weapons","","","",""
"","","","","","","","Two-Handed Weapons","https://kingdomdeath.fandom.com/wiki/Category:Two-Handed_Weapons","","","",""
"","","","","","","","Weapons with Sharp","https://kingdomdeath.fandom.com/wiki/Category:Weapons_with_Sharp","","","",""
"","","","","","","","Gear with Finesse","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Finesse","","","",""
"","","","","","","","Gear with Early Iron","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Early_Iron","","","",""
"","","","","","","","Gear with Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Green_Affinities","","","",""
"","","","","","","","Gear with Down Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Green_Affinities","","","",""
"","","","","","","","Uses for Iron","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Iron","","","",""
"","","","","","","","Uses for Leather","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Leather","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Weapons","https://kingdomdeath.fandom.com/wiki/Category:Weapons","","","",""
"","","","","","","","Blacksmith Gear","https://kingdomdeath.fandom.com/wiki/Category:Blacksmith_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Lantern Greaves","https://kingdomdeath.fandom.com/wiki/Lantern_Greaves","Lantern Greaves","Affinity Bonus: +2 Movement.","armor, set, metal, heavy","Iron","https://kingdomdeath.fandom.com/wiki/Iron","","","Affinity Bonus","","",""
"Lantern Greaves","https://kingdomdeath.fandom.com/wiki/Lantern_Greaves","Lantern Greaves","Affinity Bonus: +2 Movement.","armor, set, metal, heavy","Leather","https://kingdomdeath.fandom.com/wiki/Leather","","","Affinity Bonus","","",""
"Lantern Greaves","https://kingdomdeath.fandom.com/wiki/Lantern_Greaves","Lantern Greaves","Affinity Bonus: +2 Movement.","armor, set, metal, heavy","Lantern Armor","https://kingdomdeath.fandom.com/wiki/Lantern_Armor","","","Affinity Bonus","","",""
"Lantern Greaves","https://kingdomdeath.fandom.com/wiki/Lantern_Greaves","Lantern Greaves","Affinity Bonus: +2 Movement.","armor, set, metal, heavy","Warlord Armor","https://kingdomdeath.fandom.com/wiki/Warlord_Armor","","","Affinity Bonus","","",""
"","","","","","","","Leg Armor","https://kingdomdeath.fandom.com/wiki/Category:Leg_Armor","","","",""
"","","","","","","","Metal Gear","https://kingdomdeath.fandom.com/wiki/Category:Metal_Gear","","","",""
"","","","","","","","Heavy Gear","https://kingdomdeath.fandom.com/wiki/Category:Heavy_Gear","","","",""
"","","","","","","","Gear with Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Red_Affinities","","","",""
"","","","","","","","Gear with Left Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Red_Affinities","","","",""
"","","","","","","","Gear with Right Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Red_Affinities","","","",""
"","","","","","","","Gear with Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Blue_Affinities","","","",""
"","","","","","","","Gear with Up Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Blue_Affinities","","","",""
"","","","","","","","Uses for Iron","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Iron","","","",""
"","","","","","","","Uses for Leather","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Leather","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Blacksmith Gear","https://kingdomdeath.fandom.com/wiki/Category:Blacksmith_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Lantern Helm","https://kingdomdeath.fandom.com/wiki/Lantern_Helm","Lantern Helm","Affinity Bonus: Ear Plugs. You are deaf. -1 accuracy.","armor, set, metal, heavy","Iron","https://kingdomdeath.fandom.com/wiki/Iron","","","Affinity Bonus","","",""
"Lantern Helm","https://kingdomdeath.fandom.com/wiki/Lantern_Helm","Lantern Helm","Affinity Bonus: Ear Plugs. You are deaf. -1 accuracy.","armor, set, metal, heavy","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","Affinity Bonus","","",""
"Lantern Helm","https://kingdomdeath.fandom.com/wiki/Lantern_Helm","Lantern Helm","Affinity Bonus: Ear Plugs. You are deaf. -1 accuracy.","armor, set, metal, heavy","Lantern Armor","https://kingdomdeath.fandom.com/wiki/Lantern_Armor","","","Affinity Bonus","","",""
"","","","","","","","Head Armor","https://kingdomdeath.fandom.com/wiki/Category:Head_Armor","","","",""
"","","","","","","","Metal Gear","https://kingdomdeath.fandom.com/wiki/Category:Metal_Gear","","","",""
"","","","","","","","Heavy Gear","https://kingdomdeath.fandom.com/wiki/Category:Heavy_Gear","","","",""
"","","","","","","","Uses for Iron","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Iron","","","",""
"","","","","","","","Blacksmith Gear","https://kingdomdeath.fandom.com/wiki/Category:Blacksmith_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"Lantern Mail","https://kingdomdeath.fandom.com/wiki/Lantern_Mail","Lantern Mail","Lantern Mail may be crafted once the Blacksmith settlement location has been built.","armor, set, metal, heavy","Iron","https://kingdomdeath.fandom.com/wiki/Iron","","","5","","",""
"Lantern Mail","https://kingdomdeath.fandom.com/wiki/Lantern_Mail","Lantern Mail","Lantern Mail may be crafted once the Blacksmith settlement location has been built.","armor, set, metal, heavy","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","5","","",""
"Lantern Mail","https://kingdomdeath.fandom.com/wiki/Lantern_Mail","Lantern Mail","Lantern Mail may be crafted once the Blacksmith settlement location has been built.","armor, set, metal, heavy","Lantern Armor","https://kingdomdeath.fandom.com/wiki/Lantern_Armor","","","5","","",""
"Lantern Mail","https://kingdomdeath.fandom.com/wiki/Lantern_Mail","Lantern Mail","Lantern Mail may be crafted once the Blacksmith settlement location has been built.","armor, set, metal, heavy","Warlord Armor","https://kingdomdeath.fandom.com/wiki/Warlord_Armor","","","5","","",""
"","","","","","","","Waist Armor","https://kingdomdeath.fandom.com/wiki/Category:Waist_Armor","","","",""
"","","","","","","","Heavy Gear","https://kingdomdeath.fandom.com/wiki/Category:Heavy_Gear","","","",""
"","","","","","","","Metal Gear","https://kingdomdeath.fandom.com/wiki/Category:Metal_Gear","","","",""
"","","","","","","","Gear with Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Green_Affinities","","","",""
"","","","","","","","Gear with Right Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Green_Affinities","","","",""
"","","","","","","","Uses for Iron","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Iron","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Blacksmith Gear","https://kingdomdeath.fandom.com/wiki/Category:Blacksmith_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Lantern Sword","https://kingdomdeath.fandom.com/wiki/Lantern_Sword","Lantern Sword","Sharp: Add 1d10 Strength to each wound attempt.
Early Iron: When an attack roll result is 1, cancel any hits and end the attack.","weapon, melee, sword, finesse, metal","Iron","https://kingdomdeath.fandom.com/wiki/Iron","","","Sharp, Early Iron","3","5+","3"
"Lantern Sword","https://kingdomdeath.fandom.com/wiki/Lantern_Sword","Lantern Sword","Sharp: Add 1d10 Strength to each wound attempt.
Early Iron: When an attack roll result is 1, cancel any hits and end the attack.","weapon, melee, sword, finesse, metal","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","Sharp, Early Iron","3","5+","3"
"Lantern Sword","https://kingdomdeath.fandom.com/wiki/Lantern_Sword","Lantern Sword","Sharp: Add 1d10 Strength to each wound attempt.
Early Iron: When an attack roll result is 1, cancel any hits and end the attack.","weapon, melee, sword, finesse, metal","Hide","https://kingdomdeath.fandom.com/wiki/Hide","","","Sharp, Early Iron","3","5+","3"
"","","","","","","","Swords","https://kingdomdeath.fandom.com/wiki/Category:Swords","","","",""
"","","","","","","","Weapons with Sharp","https://kingdomdeath.fandom.com/wiki/Category:Weapons_with_Sharp","","","",""
"","","","","","","","Gear with Finesse","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Finesse","","","",""
"","","","","","","","Metal Gear","https://kingdomdeath.fandom.com/wiki/Category:Metal_Gear","","","",""
"","","","","","","","Melee Weapons","https://kingdomdeath.fandom.com/wiki/Category:Melee_Weapons","","","",""
"","","","","","","","Gear with Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Red_Affinities","","","",""
"","","","","","","","Gear with Left Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Red_Affinities","","","",""
