"gear_links_name","gear_links_url","gear_links_card_name","gear_links_card_text","gear_links_keywords","gear_links_craft_blurb","gear_links_crafting_reqs_name","gear_links_categories_name","gear_links_special_rules","gear_links_armor_points_name","gear_links_speed","gear_links_accuracy","gear_links_strength","gear_links_required_for_name"
"Perfect Slayer","https://kingdomdeath.fandom.com/wiki/Perfect_Slayer","Perfect Slayer","Perfect Slayer is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, grand weapon, two-handed, sword, heavy, finesse, metal","Slow, Sharp, Devastating 2, Irreplaceable
-2 movement.","","","Slow, Sharp, Devastating 2, Irreplaceable","Sharp","3","6+","14",""
"Perfect Slayer","https://kingdomdeath.fandom.com/wiki/Perfect_Slayer","Perfect Slayer","Perfect Slayer is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, grand weapon, two-handed, sword, heavy, finesse, metal","Slow, Sharp, Devastating 2, Irreplaceable
-2 movement.","","","Slow, Sharp, Devastating 2, Irreplaceable","Devastating 2","3","6+","14",""
"Perfect Slayer","https://kingdomdeath.fandom.com/wiki/Perfect_Slayer","Perfect Slayer","Perfect Slayer is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, grand weapon, two-handed, sword, heavy, finesse, metal","Slow, Sharp, Devastating 2, Irreplaceable
-2 movement.","","","Slow, Sharp, Devastating 2, Irreplaceable","Irreplaceable","3","6+","14",""
"","","","","","","9x Iron","","","","","","",""
"","","","","","","3x Organ","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Grand Weapons","","","","","",""
"","","","","","","","Two-Handed Weapons","","","","","",""
"","","","","","","","Swords","","","","","",""
"","","","","","","","Heavy Gear","","","","","",""
"","","","","","","","Gear with Finesse","","","","","",""
"","","","","","","","Gear with Slow","","","","","",""
"","","","","","","","Weapons with Sharp","","","","","",""
"","","","","","","","Devastating Gear","","","","","",""
"","","","","","","","Irreplaceable Gear","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Down Red Affinities","","","","","",""
"","","","","","","","Uses for Iron","","","","","",""
"","","","","","","","Weapons","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Blacksmith Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Ring Whip","https://kingdomdeath.fandom.com/wiki/Ring_Whip","Ring Whip","Sharp, Reach 2
Early Iron: When an attack roll result is 1, cancel any hits and end the attack.","weapon, melee, whip, finesse, metal","The Ring Whip may be crafted once the Blacksmith settlement location has been built.","","","Sharp, Reach 2, Early Iron","Sharp","2","5+","0",""
"Ring Whip","https://kingdomdeath.fandom.com/wiki/Ring_Whip","Ring Whip","Sharp, Reach 2
Early Iron: When an attack roll result is 1, cancel any hits and end the attack.","weapon, melee, whip, finesse, metal","The Ring Whip may be crafted once the Blacksmith settlement location has been built.","","","Sharp, Reach 2, Early Iron","Reach 2","2","5+","0",""
"Ring Whip","https://kingdomdeath.fandom.com/wiki/Ring_Whip","Ring Whip","Sharp, Reach 2
Early Iron: When an attack roll result is 1, cancel any hits and end the attack.","weapon, melee, whip, finesse, metal","The Ring Whip may be crafted once the Blacksmith settlement location has been built.","","","Sharp, Reach 2, Early Iron","Early Iron","2","5+","0",""
"","","","","","","1x Iron","","","","","","",""
"","","","","","","3x Organ","","","","","","",""
"","","","","","","3x Bone","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Whips","","","","","",""
"","","","","","","","Gear with Finesse","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Weapons with Sharp","","","","","",""
"","","","","","","","Gear with Reach","","","","","",""
"","","","","","","","Gear with Early Iron","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Left Blue Affinities","","","","","",""
"","","","","","","","Uses for Iron","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Blacksmith Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Scrap Shield","https://kingdomdeath.fandom.com/wiki/Scrap_Shield","Scrap Shield","Add 1 to all hit locations.","weapon, melee, shield, bone, metal","Block 1: Spend to ignore a hit the next time you are attacked. Lasts until your next act. You cannot use block more than once per attack.","","","Block 1","Block 1","2","7+","3",""
"","","","","","","3x Bone","","","","","","",""
"","","","","","","2x Scrap","","","","","","",""
"","","","","","","3x Leather","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Shields","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Right Red Affinities","","","","","",""
"","","","","","","","Uses for Iron","","","","","",""
"","","","","","","","Uses for Leather","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Blacksmith Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Bone Axe","https://kingdomdeath.fandom.com/wiki/Bone_Axe","Bone Axe","Bone Axe is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, axe, bone","The Bone Axe may be crafted once the Bone Smith settlement location has been built.","","","Frail, Savage","Frail","2","6+","3",""
"Bone Axe","https://kingdomdeath.fandom.com/wiki/Bone_Axe","Bone Axe","Bone Axe is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, axe, bone","The Bone Axe may be crafted once the Bone Smith settlement location has been built.","","","Frail, Savage","Savage","2","6+","3",""
"","","","","","","1x Bone","","","","","","",""
"","","","","","","1x Organ","","","","","","",""
"","","","","","","","Weapons","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Axes","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Bone Smith Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Bone Blade","https://kingdomdeath.fandom.com/wiki/Bone_Blade","Bone Blade","Bone Blade is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, sword, bone","Frail: When you attempt to wound a super-dense hit location, this weapon breaks. Archive this card at the end of the attack.","","","Frail","Frail","2","6+","2",""
"","","","","","","1x Bone","","","","","","",""
"","","","","","","","Swords","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Frail Gear","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Bone Smith Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Bone Club","https://kingdomdeath.fandom.com/wiki/Bone_Club","Bone Club","Bone Club is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, club, two-handed, heavy, bone","Cumbersome: Spend as an additional cost to activate this weapon. Ignore Cumbersome if this weapon is activated indirectly (Pounce, Charge, etc).","","","Cumbersome","Cumbersome","2","6+","5",""
"","","","","","","3x Bone","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Two-Handed Weapons","","","","","",""
"","","","","","","","Heavy Gear","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Left Red Affinities","","","","","",""
"","","","","","","","Gear with Right Red Affinities","","","","","",""
"","","","","","","","Clubs","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Weapons","","","","","",""
"","","","","","","","Bone Smith Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Bone Dagger","https://kingdomdeath.fandom.com/wiki/Bone_Dagger","Bone Dagger","Bone Dagger is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, dagger, bone","Paired
On a Perfect Hit, gain +1 survival.
Perfect Hit: An Attack Roll result of a lantern 10.","","","Perfect Hit","Perfect Hit","3","7+","1",""
"","","","","","","1x Bone","","","","","","",""
"","","","","","","","Daggers","","","","","",""
"","","","","","","","On a Perfect Hit","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Left Red Affinities","","","","","",""
"","","","","","","","Gear with Up Red Affinities","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Bone Smith Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Bone Darts","https://kingdomdeath.fandom.com/wiki/Bone_Darts","Bone Darts","Bone Darts is a gear card found in the Kingdom Death: Monster Core Game.","weapon, ranged, thrown, bone","Range 6
Frail: When you attempt to wound a super-dense hit location, this weapon breaks. Archive this card at the end of the attack.","","","Frail, Range 6","Frail","1","7+","3",""
"Bone Darts","https://kingdomdeath.fandom.com/wiki/Bone_Darts","Bone Darts","Bone Darts is a gear card found in the Kingdom Death: Monster Core Game.","weapon, ranged, thrown, bone","Range 6
Frail: When you attempt to wound a super-dense hit location, this weapon breaks. Archive this card at the end of the attack.","","","Frail, Range 6","Range 6","1","7+","3",""
"","","","","","","1x Bone","","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Left Red Affinities","","","","","",""
"","","","","","","","Thrown Gear","","","","","",""
"","","","","","","","Frail Gear","","","","","",""
"","","","","","","","Ranged Weapons","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Bone Smith Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Bone Pickaxe","https://kingdomdeath.fandom.com/wiki/Bone_Pickaxe","Bone Pickaxe","After Hunt phase setup, place the Mineral Gathering event on any hunt space.","item, tool, pickaxe, bone","The Bone Pickaxe may be crafted once the Bone Smith settlement location has been built.","1x Bone","","","","1","8+","2",""
